id_contratante,data_hora_analise,total_de_skus,total_sku_com_historico_>_1_ano,percent_sku_com_historico_>_1_ano,total_sku_com_historico_<_1_ano,percent_sku_com_historico_<_1_ano,total_sku_com_estoque_zero,percent_sku_com_estoque_zero,total_sku_com_estoque_positivo,percent_sku_com_estoque_positivo,custo_total_estoque_positivo,total_sku_com_estoque_negativo,percent_sku_com_estoque_negativo,custo_total_estoque_negativo,total_sku_inativo_(estoque_>_0),percent_sku_inativo_(estoque_>_0),custo_total_inativo_(estoque_>_0),total_sku_inativo_(estoque_<=_0),percent_sku_inativo_(estoque_<=_0),total_sku_ativo_(estoque_>_0),percent_sku_ativo_(estoque_>_0),custo_total_ativo_(estoque_>_0),total_sku_ativo_(estoque_<=_0),percent_sku_ativo_(estoque_<=_0),total_sku_nao_comercializado_(estoque_>_0),percent_sku_nao_comercializado_(estoque_>_0),custo_total_nao_comercializado_(estoque_>_0),total_sku_nao_comercializado_(estoque_<=_0),percent_sku_nao_comercializado_(estoque_<=_0),total_sku_verificados,total_sku_consistentes,percent_sku_consistentes,total_sku_inconsistentes,percent_sku_inconsistentes,total_sku_grupo_a,total_sku_grupo_b,total_sku_grupo_c,percent_sku_grupo_a,percent_sku_grupo_b,percent_sku_grupo_c,total_venda_grupo_a,total_venda_grupo_b,total_venda_grupo_c,percent_venda_grupo_a,percent_venda_grupo_b,percent_venda_grupo_c,cobertura_em_dias_grupo_a,cobertura_em_dias_grupo_b,cobertura_em_dias_grupo_c
1,2025-03-11T09:00:00,10000,3801.4172547967905,38.01,6198.58274520321,61.99,5855.041242960695,58.55,4144.958757039305,41.45,469517.42770109064,442.0761536248568,4.42,83408.56048717181,2524.496041686208,25.24,304914.294013284,3720.9740818744776,37.21,1620.0,16.2,160155.8650825956,983.9617853068492,9.84,1460.869034475607,14.61,103245.54453526612,1040.2847521843034,10.4,10000.0,9231.243575648585,92.31,768.7564243514153,7.69,993.433937520534,2927.2516886555427,6079.314373823923,9.93,29.27,60.79,410467.52488843846,301288.31530348846,92871.4977566427,51.01,37.44,11.54,256.1227895614176,236.1511209784052,153.1889203776691
1,2025-03-12T09:00:00,10000,3788.1678971785577,37.88,6211.832102821442,62.12,5881.581023593181,58.82,4118.418976406819,41.18,466586.8097582947,486.5202888995528,4.87,82276.61133673915,2545.20465046597,25.45,297475.4511238686,3726.045039202393,37.26,1573.0,15.73,158891.9998106933,985.82434674817,9.86,1432.4208044616253,14.32,104157.07968152172,1030.5406830300558,10.31,10000.0,9218.107049572012,92.18,781.8929504279877,7.82,987.7310127325449,2922.531018871286,6089.737968396168,9.88,29.23,60.9,400365.3491349816,303693.6029776315,92846.64271403509,50.24,38.11,11.65,253.78378519853973,233.91566732970784,147.39871812051194
1,2025-03-13T09:00:00,10000,3753.4527986671433,37.53,6246.547201332856,62.47,5852.572359184166,58.53,4147.427640815834,41.47,454262.3157411479,453.3202964552236,4.53,81393.73364793803,2541.455464608054,25.41,301205.86715440644,3745.366134255068,37.45,1605.0,16.05,155119.6151652794,998.375571759451,9.98,1424.7688709761392,14.25,101417.71494654535,1035.5430095353752,10.36,10000.0,9224.169594106508,92.24,775.8304058934918,7.76,992.1658470647496,2907.917112702841,6099.91704023241,9.92,29.08,61.0,404276.07978783286,305521.7984553452,91151.93313403102,50.47,38.14,11.38,254.43764168185896,238.16653596298863,142.88617594914794
1,2025-03-14T09:00:00,10000,3759.533388154579,37.6,6240.466611845421,62.4,5817.709989298782,58.18,4182.290010701218,41.82,468662.1411341472,454.5922918179574,4.55,81648.11174326867,2529.4546771591104,25.29,300647.3751855592,3781.169006260019,37.81,1652.0,16.52,155423.3130332958,1017.2090836210092,10.17,1443.4365030505107,14.43,101662.25352107338,1044.2532886284662,10.44,10000.0,9221.921446415588,92.22,778.0785535844134,7.78,997.597112548306,2894.108308852077,6108.294578599616,9.98,28.94,61.08,399662.08137681626,304658.85603576055,92811.75496056322,50.14,38.22,11.64,254.9356460794284,240.49699554467435,135.25157377006178
1,2025-03-15T09:00:00,10000,3803.940939730956,38.04,6196.0590602690445,61.96,5883.163454489024,58.83,4116.836545510976,41.17,464475.93960264325,492.167667271287,4.92,81179.52273145957,2506.2414496822175,25.06,292394.2218985163,3779.706718093122,37.8,1610.0,16.1,159501.6384492057,1021.4766658272944,10.21,1420.5189620095127,14.21,103561.9816126848,1044.3080059317404,10.44,10000.0,9236.825020870512,92.37,763.1749791294878,7.63,1000.7411569381644,2846.691219662319,6152.567623399517,10.01,28.47,61.53,399461.5954960973,303610.47317932674,95092.48286163175,50.05,38.04,11.91,254.4791650798415,239.42539678210537,145.5309264753306
1,2025-03-16T09:00:00,10000,3837.152289164031,38.37,6162.847710835969,61.63,5874.630478060879,58.75,4125.369521939121,41.25,460903.4836144364,488.4640004775621,4.88,84693.89652894397,2484.3152808688924,24.84,289068.2899167048,3758.471393723304,37.58,1641.0,16.41,165707.11898463845,1009.9702759421704,10.1,1449.0377978995664,14.49,102613.07120023014,1045.3607286894255,10.45,10000.0,9223.175576650014,92.23,776.8244233499863,7.77,996.157175068091,2831.805955850029,6172.036869081881,9.96,28.32,61.72,399717.2411041595,303425.3745325596,95476.09056266648,50.05,37.99,11.96,251.47307846575188,241.4269515084948,154.0783567421712
1,2025-03-17T09:00:00,10000,3842.468169491389,38.42,6157.531830508611,61.58,5896.059408243702,58.96,4103.940591756298,41.04,452994.80201861646,473.37891283813144,4.73,85987.05880749853,2483.8714002066117,24.84,287534.66355457576,3743.7919725286833,37.44,1620.0,16.2,163975.47565624586,994.4413247904624,9.94,1430.8222037777389,14.31,103843.0448697568,1057.1003969797478,10.57,10000.0,9213.781996433943,92.14,786.2180035660549,7.86,1001.1607349711176,2830.448865823204,6168.3903992056785,10.01,28.3,61.68,395593.08060132066,305905.8438974434,95879.90188103096,49.61,38.36,12.02,249.4658734638338,238.88457644272333,148.92061279128808
1,2025-03-18T09:00:00,10000,3833.184326624007,38.33,6166.815673375993,61.67,5896.333919691994,58.96,4103.666080308006,41.04,466446.9565618433,427.879895054196,4.28,87583.48572522086,2463.5614575270724,24.64,273800.01698898856,3762.6655753734094,37.63,1640.0,16.4,162281.99883834264,977.9295153452016,9.78,1456.949288335234,14.57,101553.57561532735,1059.0190125055,10.59,10000.0,9228.352383837257,92.28,771.6476161627434,7.72,1010.1616454727392,2841.2747839734625,6148.563570553799,10.1,28.41,61.49,397434.4837194454,306455.6828468553,94372.40219613064,49.79,38.39,11.82,246.6628273321836,236.6702178379112,150.97824066697603
1,2025-03-19T09:00:00,10000,3803.534535760936,38.04,6196.465464239063,61.96,5894.866507012893,58.95,4105.133492987107,41.05,465531.9341564846,431.8793165189821,4.32,89267.79585604265,2488.3735565909847,24.88,278848.3086012106,3705.149848980106,37.05,1616.0,16.16,164676.80074150686,979.7194359752727,9.8,1460.2899533973884,14.6,105538.61340200232,1056.6025446505842,10.57,10000.0,9241.022931687574,92.41,758.9770683124261,7.59,1017.23283674071,2836.5385654437555,6146.228597815534,10.17,28.37,61.46,389165.5550167858,307817.76963144186,93498.5890439576,49.23,38.94,11.83,248.60576327053352,236.61139070378871,142.44091648606886
1,2025-03-20T09:00:00,10000,3820.8762412594665,38.21,6179.123758740534,61.79,5875.203110895671,58.75,4124.796889104329,41.25,472179.1622000036,437.18846418708824,4.37,91775.22731770197,2484.5907245635176,24.85,271917.86827141367,3732.907677133582,37.33,1640.0,16.4,152647.22124404725,977.8321403112162,9.78,1450.370660673193,14.5,111153.8524574074,1067.0126909950473,10.67,10000.0,9234.236003857042,92.34,765.7639961429577,7.66,1012.1425648678998,2821.781346336343,6166.076088795757,10.12,28.22,61.66,393627.0498902228,308701.4410984402,93534.78557237344,49.46,38.79,11.75,248.72576424308951,230.2716918398694,144.87048844515036
1,2025-03-21T09:00:00,10000,3806.4420499994326,38.06,6193.557950000568,61.94,5855.171261066564,58.55,4144.828738933436,41.45,475614.5302804384,445.9317866546844,4.46,95796.34751605686,2467.257005993891,24.67,269136.20685408753,3705.785824350271,37.06,1677.0,16.77,156433.5092796456,972.5149821831078,9.73,1461.1502543352756,14.61,117975.76089711855,1065.6303475056493,10.66,10000.0,9238.995136002684,92.39,761.0048639973174,7.61,1009.7797217652048,2846.3584834806866,6143.86179475411,10.1,28.46,61.44,398888.7373511333,308027.60028704937,91567.72780084932,49.96,38.58,11.47,253.59575953009028,216.87310637423693,147.0527222461652
1,2025-03-22T09:00:00,10000,3801.459602460093,38.01,6198.540397539908,61.99,5742.018124756192,57.42,4257.981875243808,42.58,460041.924072199,449.27859460804586,4.49,96344.1619181521,2458.213182551711,24.58,259101.351512846,3660.4206550089625,36.6,1799.0,17.99,146529.6255794576,976.7247042316844,9.77,1437.115577624778,14.37,118131.69839122452,1074.199813656545,10.74,10000.0,9238.4532082581,92.38,761.546791741901,7.62,1012.2490497498824,2847.55986840131,6140.191081848809,10.12,28.48,61.4,403282.3517175378,303395.699687606,89641.74791710504,50.64,38.1,11.26,250.56592241690132,222.3504265499975,158.44885073548087
1,2025-03-23T09:00:00,10000,3762.583303825653,37.63,6237.416696174347,62.37,5640.9794826621455,56.41,4359.0205173378545,43.59,471018.32316799887,424.17410360002896,4.24,98783.63617026425,2459.019702785683,24.59,246559.08056637747,3676.1732545409513,36.76,1900.0,19.0,147802.27975518914,969.5792995524448,9.7,1454.8518234162575,14.55,113938.8344097144,1073.7869516795795,10.74,10000.0,9241.944613220088,92.42,758.0553867799117,7.58,1010.16214773093,2880.268399659095,6109.569452609974,10.1,28.8,61.1,406353.733929284,302374.3303143975,91956.780617012,50.75,37.76,11.48,247.7577324124828,218.86846102051172,154.16861705676774
1,2025-03-24T09:00:00,10000,3758.977418052729,37.59,6241.022581947271,62.41,5812.486393565204,58.12,4187.513606434796,41.88,473327.182486279,386.9438898030171,3.87,98744.39812194918,2405.5358367319523,24.06,237576.9898797792,3712.56442514969,37.13,1781.0,17.81,148110.9643642819,967.6659095012184,9.68,1456.9292802587224,14.57,110118.11778612362,1071.3648955419212,10.71,10000.0,9244.14381123677,92.44,755.8561887632295,7.56,1023.4136833277946,2862.2981939900133,6114.288122682192,10.23,28.62,61.14,408843.4502264871,303058.46196570306,90911.42669099054,50.93,37.75,11.32,251.2902435437368,215.10621006168785,157.0064149795291
1,2025-03-25T09:00:00,10000,3809.273993515959,38.09,6190.726006484041,61.91,5783.414517278129,57.83,4216.585482721871,42.17,473580.20288376714,374.93559854432505,3.75,99461.13748388448,2421.3992039775594,24.21,229029.65719087236,3700.1350722283873,37.0,1795.0,17.95,145402.77712891658,974.513262760177,9.75,1483.706981217906,14.84,114058.389954057,1075.299337019418,10.75,10000.0,9240.835289973184,92.41,759.1647100268165,7.59,1030.1428149314704,2833.3807430167176,6136.476442051811,10.3,28.33,61.36,406002.1074579098,305205.05663192493,91010.92143897044,50.61,38.05,11.34,251.05456978826695,223.03537862372204,168.89027291457455
1,2025-03-26T09:00:00,10000,3846.0073025069546,38.46,6153.992697493046,61.54,5854.837220634589,58.55,4145.162779365411,41.45,479693.6622926868,381.5763548070545,3.82,97532.36573234908,2414.506466314196,24.15,225299.16542968957,3778.870214516641,37.79,1730.0,17.3,139078.54620598356,977.6567128998778,9.78,1462.9543346581947,14.63,115723.71520242914,1077.1014647359425,10.77,10000.0,9223.671760200688,92.24,776.3282397993135,7.76,1012.298615007368,2831.2192424033374,6156.482142589294,10.12,28.31,61.56,407957.0039036387,304473.90653687576,92261.55592471272,50.7,37.84,11.47,255.81770510294763,224.0833257694395,175.94295238542952
1,2025-03-27T09:00:00,10000,3801.3258277117334,38.01,6198.674172288267,61.99,5902.716067080635,59.03,4097.283932919365,40.97,475380.9528197819,390.8215396769054,3.91,97882.03770307546,2428.5005269916837,24.29,219223.86819040947,3753.8525032313855,37.54,1668.0,16.68,142391.910047242,983.039932952986,9.83,1447.6424693255797,14.48,114845.4299860668,1082.6546523144182,10.83,10000.0,9213.04536292928,92.13,786.9546370707212,7.87,1008.8358152514392,2835.608642851591,6155.55554189697,10.09,28.36,61.56,399928.56080055825,300893.5765488496,93758.52846326932,50.33,37.87,11.8,260.7753668132441,232.5317096089635,176.2499450561348
1,2025-03-28T09:00:00,10000,3768.9927963685864,37.69,6231.007203631414,62.31,5956.8608706817995,59.57,4043.139129318201,40.43,481615.0414620031,401.31373049268655,4.01,101103.81296572184,2425.055840713503,24.25,219898.3691879795,3703.542347136612,37.04,1618.0,16.18,147962.6380966573,998.2624296712332,9.98,1455.3821046951923,14.55,119816.49100520404,1079.910325136496,10.8,10000.0,9213.484696325466,92.13,786.5153036745342,7.87,1015.682964981852,2830.252016276399,6154.065018741749,10.16,28.3,61.54,398161.18360568857,296407.5316580081,91804.63321819212,50.63,37.69,11.67,264.6537246608364,230.39379599869892,177.8577482458453
1,2025-03-29T09:00:00,10000,3752.871364246077,37.53,6247.128635753923,62.47,5930.151110813852,59.3,4069.848889186148,40.7,481391.98993011424,424.8705588717166,4.25,101417.3726722604,2432.7098185773793,24.33,219441.54693032353,3693.109961763738,36.93,1637.0,16.37,147442.16919461766,1009.2883677749348,10.09,1478.595363447498,14.79,121817.26784918236,1071.073607143316,10.71,10000.0,9211.820469027603,92.12,788.1795309723966,7.88,1033.3895767762249,2835.7422832608613,6130.868139962915,10.33,28.36,61.31,398463.7606831629,297270.1226681555,92142.075170867,50.57,37.73,11.69,259.7299820078084,220.7717475684911,183.86062520162284
1,2025-03-30T09:00:00,10000,3757.8463513757742,37.58,6242.153648624226,62.42,5826.022679181926,58.26,4173.977320818074,41.74,475692.31072751863,450.33536255202335,4.5,100117.42893655524,2434.466274601611,24.34,219433.1367042358,3705.95765838068,37.06,1739.0,17.39,144690.38045609675,1023.5319015396952,10.24,1504.5446569714463,15.05,123346.87602547817,1063.1174596811434,10.63,10000.0,9210.949948366424,92.11,789.050051633576,7.89,1030.3309097692893,2822.2772355019206,6147.39185472879,10.3,28.22,61.47,395900.7225735889,294902.2536213126,87291.85988720898,50.88,37.9,11.22,259.6059442366178,209.84908979947448,188.28560197802545
1,2025-03-31T09:00:00,10000,3736.553226150947,37.37,6263.446773849053,62.63,5949.680481690198,59.5,4050.3195183098023,40.5,496021.4808017329,451.2646369165132,4.51,101222.40958540566,2435.6301935418337,24.36,220366.2379453903,3658.9906436885426,36.59,1614.0,16.14,132460.89019032463,1004.7927066996198,10.05,1459.1344539770655,14.59,121212.15177073212,1061.4623948255062,10.61,10000.0,9211.230877805145,92.11,788.7691221948571,7.89,1033.155915327602,2819.9208269975343,6146.9232576748645,10.33,28.2,61.47,401186.37305285985,293600.68415555585,87699.00837355568,51.27,37.52,11.21,258.02432227608614,212.80462273868375,189.86734307204503
1,2025-04-01T09:00:00,10000,3715.554967639233,37.16,6284.445032360767,62.84,5959.695050350605,59.6,4040.304949649395,40.4,488825.08062572335,452.4020180679497,4.52,99112.43867877084,2396.85213873229,23.97,222167.95031039705,3653.973479588076,36.54,1643.0,16.43,128210.52946213984,1004.2973928063813,10.04,1475.72492845107,14.76,122534.5567651843,1065.6860446721553,10.66,10000.0,9205.78057184422,92.06,794.2194281557804,7.94,1028.9420901214398,2835.9734195279952,6135.084490350565,10.29,28.36,61.35,403417.1323424101,287882.06444347155,84287.15765422059,52.01,37.12,10.87,250.50534465127384,206.9953203678867,186.22761220993644
1,2025-04-02T09:00:00,10000,3759.810596701545,37.6,6240.189403298455,62.4,5803.841250500586,58.04,4196.158749499414,41.96,476204.04535119847,423.3910665080988,4.23,100836.59821711968,2430.4590069428473,24.3,221699.8601567588,3654.925504066977,36.55,1765.0,17.65,129220.23344883377,1002.1598595209256,10.02,1468.558207275926,14.69,125564.81663728388,1069.4138943462103,10.69,10000.0,9207.301584459728,92.07,792.6984155402715,7.93,1038.3990290670552,2880.7116563371205,6080.8893145958245,10.38,28.81,60.81,394671.3088061379,289800.8777749455,80224.15452775169,51.61,37.9,10.49,249.63963888890348,201.09942370308292,182.35248768466417
1,2025-04-03T09:00:00,10000,3771.362760526092,37.71,6228.637239473908,62.29,5758.273772131642,57.58,4241.726227868358,42.42,493041.7758112853,439.1572983936333,4.39,98342.49343921526,2388.3564002573635,23.88,214861.27380439217,3648.5068301797583,36.49,1853.0,18.53,131880.99987675704,1016.1142915457874,10.16,1455.8755731502458,14.56,123584.96919833908,1075.7927435165966,10.76,10000.0,9208.463306148124,92.08,791.5366938518746,7.92,1032.8123541878256,2875.506796084301,6091.680849727874,10.33,28.76,60.92,397631.4719952031,293268.26744021307,81618.532044067,51.47,37.96,10.57,253.43315885302425,205.46560579086255,189.2266350888627
1,2025-04-04T09:00:00,10000,3784.4145555626274,37.84,6215.585444437373,62.16,5667.108738612243,56.67,4332.891261387757,43.33,507356.0771489109,441.04550368963066,4.41,95038.01241787488,2336.5474913371945,23.37,211560.44225438416,3680.9489110286745,36.81,1996.0,19.96,135056.00133932906,1013.1992204349234,10.13,1486.4421207156895,14.86,120739.07570950266,1070.258824960402,10.7,10000.0,9209.02698864693,92.09,790.9730113530695,7.91,1038.9796874377555,2886.7191245056597,6074.301188056585,10.39,28.87,60.74,392480.8234351939,293855.773366009,80305.89247841957,51.19,38.33,10.48,251.55420191869248,213.01283962598723,196.7545063701079
1,2025-04-05T09:00:00,10000,3745.6572323550513,37.46,6254.342767644948,62.54,5738.497068800114,57.38,4261.502931199886,42.62,500661.8436179764,470.2634134028558,4.7,94758.0419201778,2354.3949358945506,23.54,206079.54201049163,3653.026206058305,36.53,1907.0,19.07,137317.46844321286,997.6312590807626,9.98,1468.160499641387,14.68,126213.5577107538,1073.5071297701506,10.74,10000.0,9215.987582424905,92.16,784.0124175750952,7.84,1014.1551819824786,2904.7431873497376,6081.101630667785,10.14,29.05,60.81,389268.36023376894,291560.8684871212,80084.16801524043,51.16,38.32,10.52,255.2898561058805,217.8509768867105,192.60896380333153
1,2025-04-06T09:00:00,10000,3715.634699154863,37.16,6284.3653008451365,62.84,5580.068764998618,55.8,4419.931235001382,44.2,492258.0626006754,443.07416270257704,4.43,96487.30161336188,2315.5584242617806,23.16,204115.0581760129,3645.150114366212,36.45,2104.0,21.04,137215.43528545057,983.7134822957928,9.84,1506.6560966484794,15.07,128910.29610990644,1068.570474702209,10.69,10000.0,9230.85194759527,92.31,769.1480524047292,7.69,994.4437802893154,2883.0457393933934,6122.510480317291,9.94,28.83,61.23,390723.8838396963,290134.6473024843,80535.95683994386,51.32,38.11,10.58,251.3592163086922,219.5909911612405,199.35270137790388
1,2025-04-07T09:00:00,10000,3728.481537430745,37.28,6271.518462569255,62.72,5463.202318717698,54.63,4536.797681282302,45.37,506223.253478905,453.9771408315279,4.54,95423.08362376547,2274.5147291156845,22.75,208196.2088589456,3620.655754716616,36.21,2262.0,22.62,134869.49910571353,976.0885539588184,9.76,1466.494103880324,14.66,131923.3898558246,1071.6716898954278,10.72,10000.0,9226.85853326741,92.27,773.1414667325898,7.73,995.5019017256128,2872.6554412294236,6131.842657044964,9.96,28.73,61.32,400225.9771599418,288744.6836425196,80300.5918281005,52.03,37.53,10.44,254.5184815456913,220.23785455127884,196.79925138988284
1,2025-04-08T09:00:00,10000,3753.6262356248258,37.54,6246.373764375174,62.46,5325.214606370277,53.25,4674.785393629723,46.75,510182.1372624513,399.384323688809,3.99,96445.5860562974,2227.2694674809018,22.27,206876.71632304243,3662.279031910549,36.62,2447.0,24.47,132025.8597885855,976.301236585038,9.76,1467.2696127307177,14.67,132696.94912584333,1070.8878404845675,10.71,10000.0,9214.583409076282,92.15,785.4165909237181,7.85,993.162961421921,2882.677389201115,6124.159649376965,9.93,28.83,61.24,397399.8973687656,286952.99336647463,82190.20659694634,51.84,37.43,10.72,242.55072023292084,217.58798763269343,201.6238244418333
